0.015,0.015,206.9803,272.2065,307.5812,431.564
0.015,0.03,208.7208,275.8679,312.1673,436.5334
0.015,0.045,210.2978,278.8153,314.7336,436.4673
0.015,0.06,211.8798,281.8089,319.3607,438.9614
0.015,0.075,213.5819,284.9057,324.8008,441.3496
0.015,0.09,215.1943,288.9745,331.2375,443.7393
0.015,0.21,168.005,248.6846,327.6069,454.0013
0.015,0.22499999999999998,171.5489,251.3168,327.7023,448.4924
0.015,0.24,174.1025,252.7634,327.1832,442.8917
0.015,0.255,175.7346,253.166,325.9609,437.4355
0.015,0.27,176.6421,252.8565,325.7158,434.5098
0.015,0.285,176.865,251.7,321.5037,427.4499
0.015,0.3,176.6251,250.1702,318.498,423.153
0.015,0.315,176.0213,248.3852,316.7646,421.6835
0.015,0.32999999999999996,174.9268,246.0637,311.665,416.1097
0.015,0.345,173.5508,243.6037,308.091,413.4011
0.015,0.36,171.867,240.9351,304.6731,411.2776
0.015,0.375,169.9018,238.0816,301.4688,409.7164
0.015,0.39,167.6794,235.0584,298.6041,408.7149
0.015,0.40499999999999997,165.2265,231.8798,296.1716,408.2522
0.015,0.42,162.564,228.546,294.1916,408.2974
0.015,0.435,159.8284,225.1174,293.7181,411.0563
0.015,0.44999999999999996,156.7412,221.4578,291.9547,410.0777
0.015,0.46499999999999997,153.6437,217.732,291.812,411.8841
0.015,0.48,150.4491,213.9072,292.2815,414.2601
0.015,0.495,147.1853,210.0013,293.4158,417.2327
0.015,0.51,143.996,206.0961,296.1515,423.0573
0.015,0.525,140.5727,202.0537,297.901,425.4298
0.015,0.54,137.3572,198.1261,302.1134,432.7567
0.015,0.5549999999999999,133.9446,194.0762,305.413,436.8766
0.015,0.57,130.7347,190.1837,311.2177,445.9974
0.015,0.585,127.3799,186.1876,316.4025,452.5675
0.015,0.6,124.2309,182.3883,324.3153,464.4542
0.015,0.615,120.9664,178.4916,331.6011,474.2753
0.015,0.63,117.8314,174.7445,341.0992,488.35
0.015,0.645,114.8213,171.1616,353.2102,507.4064
0.015,0.6599999999999999,111.729,167.4847,365.1229,527.1547
0.015,0.6749999999999999,108.7613,163.9738,380.1732,555.5062
0.015,0.69,105.8777,160.5646,397.7023,595.8714
0.03,0.015,204.4565,269.6174,306.8617,431.2966
0.03,0.03,205.9456,273.0364,310.8753,436.3721
0.03,0.045,207.2434,275.6764,312.8895,436.5205
0.03,0.06,208.5662,278.2661,316.6815,439.2778
